ITL,ITL_code,Region_name,Year,GDP_Value_mil
UK,UK,United Kingdom,1998,1670654
UK,UK,United Kingdom,1999,1721748
UK,UK,United Kingdom,2000,1796500
UK,UK,United Kingdom,2001,1842720
UK,UK,United Kingdom,2002,1875809
UK,UK,United Kingdom,2003,1934941
UK,UK,United Kingdom,2004,1982500
UK,UK,United Kingdom,2005,2036675
UK,UK,United Kingdom,2006,2085162
UK,UK,United Kingdom,2007,2139895
UK,UK,United Kingdom,2008,2134571
UK,UK,United Kingdom,2009,2035942
UK,UK,United Kingdom,2010,2081411
UK,UK,United Kingdom,2011,2105105
UK,UK,United Kingdom,2012,2136871
UK,UK,United Kingdom,2013,2175333
UK,UK,United Kingdom,2014,2244827
UK,UK,United Kingdom,2015,2294727
UK,UK,United Kingdom,2016,2338825
UK,UK,United Kingdom,2017,2400956
UK,UK,United Kingdom,2018,2434694
UK,UK,United Kingdom,2019,2474245
UK,UK,United Kingdom,2020,2219474
UK,UK,United Kingdom,2021,2409815
UK,UK,United Kingdom,2022,2526428
UK,UK,United Kingdom,2023,2535017
Other,TLB,England,1998,1370826
Other,TLB,England,1999,1416697
Other,TLB,England,2000,1481703
Other,TLB,England,2001,1519358
Other,TLB,England,2002,1550059
Other,TLB,England,2003,1601027
Other,TLB,England,2004,1641470
Other,TLB,England,2005,1689212
Other,TLB,England,2006,1735147
Other,TLB,England,2007,1786580
Other,TLB,England,2008,1785435
Other,TLB,England,2009,1700165
Other,TLB,England,2010,1747657
Other,TLB,England,2011,1774290
Other,TLB,England,2012,1808090
Other,TLB,England,2013,1846097
Other,TLB,England,2014,1908298
Other,TLB,England,2015,1951266
Other,TLB,England,2016,1989223
Other,TLB,England,2017,2041975
Other,TLB,England,2018,2072220
Other,TLB,England,2019,2104871
Other,TLB,England,2020,1888350
Other,TLB,England,2021,2054211
Other,TLB,England,2022,2157344
Other,TLB,England,2023,2168108
ITL1,TLC,North East,1998,49818
ITL1,TLC,North East,1999,50618
ITL1,TLC,North East,2000,51909
ITL1,TLC,North East,2001,54212
ITL1,TLC,North East,2002,56590
ITL1,TLC,North East,2003,58573
ITL1,TLC,North East,2004,61816
ITL1,TLC,North East,2005,62485
ITL1,TLC,North East,2006,64128
ITL1,TLC,North East,2007,64125
ITL1,TLC,North East,2008,63388
ITL1,TLC,North East,2009,61083
ITL1,TLC,North East,2010,61831
ITL1,TLC,North East,2011,62595
ITL1,TLC,North East,2012,63750
ITL1,TLC,North East,2013,63610
ITL1,TLC,North East,2014,64854
ITL1,TLC,North East,2015,67132
ITL1,TLC,North East,2016,66948
ITL1,TLC,North East,2017,68304
ITL1,TLC,North East,2018,69096
ITL1,TLC,North East,2019,70548
ITL1,TLC,North East,2020,62081
ITL1,TLC,North East,2021,68206
ITL1,TLC,North East,2022,71092
ITL1,TLC,North East,2023,72333
ITL2,TLC3,Tees Valley,1998,12152
ITL2,TLC3,Tees Valley,1999,12614
ITL2,TLC3,Tees Valley,2000,13078
ITL2,TLC3,Tees Valley,2001,13395
ITL2,TLC3,Tees Valley,2002,13873
ITL2,TLC3,Tees Valley,2003,14654
ITL2,TLC3,Tees Valley,2004,15313
ITL2,TLC3,Tees Valley,2005,15279
ITL2,TLC3,Tees Valley,2006,15748
ITL2,TLC3,Tees Valley,2007,15755
ITL2,TLC3,Tees Valley,2008,15675
ITL2,TLC3,Tees Valley,2009,15336
ITL2,TLC3,Tees Valley,2010,15475
ITL2,TLC3,Tees Valley,2011,15524
ITL2,TLC3,Tees Valley,2012,15830
ITL2,TLC3,Tees Valley,2013,15805
ITL2,TLC3,Tees Valley,2014,16450
ITL2,TLC3,Tees Valley,2015,17437
ITL2,TLC3,Tees Valley,2016,17374
ITL2,TLC3,Tees Valley,2017,17230
ITL2,TLC3,Tees Valley,2018,17486
ITL2,TLC3,Tees Valley,2019,17556
ITL2,TLC3,Tees Valley,2020,15819
ITL2,TLC3,Tees Valley,2021,17196
ITL2,TLC3,Tees Valley,2022,17912
ITL2,TLC3,Tees Valley,2023,17679
ITL3,TLC31,Hartlepool and Stockton-on-Tees,1998,6516
ITL3,TLC31,Hartlepool and Stockton-on-Tees,1999,6812
ITL3,TLC31,Hartlepool and Stockton-on-Tees,2000,6864
ITL3,TLC31,Hartlepool and Stockton-on-Tees,2001,6947
ITL3,TLC31,Hartlepool and Stockton-on-Tees,2002,7135
ITL3,TLC31,Hartlepool and Stockton-on-Tees,2003,7453
ITL3,TLC31,Hartlepool and Stockton-on-Tees,2004,7748
ITL3,TLC31,Hartlepool and Stockton-on-Tees,2005,7643
ITL3,TLC31,Hartlepool and Stockton-on-Tees,2006,7916
ITL3,TLC31,Hartlepool and Stockton-on-Tees,2007,8043
ITL3,TLC31,Hartlepool and Stockton-on-Tees,2008,7794
ITL3,TLC31,Hartlepool and Stockton-on-Tees,2009,7648
ITL3,TLC31,Hartlepool and Stockton-on-Tees,2010,7696
ITL3,TLC31,Hartlepool and Stockton-on-Tees,2011,7575
ITL3,TLC31,Hartlepool and Stockton-on-Tees,2012,7695
ITL3,TLC31,Hartlepool and Stockton-on-Tees,2013,7757
ITL3,TLC31,Hartlepool and Stockton-on-Tees,2014,7830
ITL3,TLC31,Hartlepool and Stockton-on-Tees,2015,8300
ITL3,TLC31,Hartlepool and Stockton-on-Tees,2016,8400
ITL3,TLC31,Hartlepool and Stockton-on-Tees,2017,8212
ITL3,TLC31,Hartlepool and Stockton-on-Tees,2018,8152
ITL3,TLC31,Hartlepool and Stockton-on-Tees,2019,8316
ITL3,TLC31,Hartlepool and Stockton-on-Tees,2020,7758
ITL3,TLC31,Hartlepool and Stockton-on-Tees,2021,8178
ITL3,TLC31,Hartlepool and Stockton-on-Tees,2022,8380
ITL3,TLC31,Hartlepool and Stockton-on-Tees,2023,8086
ITL3,TLC32,South Teesside,1998,5183
ITL3,TLC32,South Teesside,1999,5302
ITL3,TLC32,South Teesside,2000,5378
ITL3,TLC32,South Teesside,2001,5333
ITL3,TLC32,South Teesside,2002,5435
ITL3,TLC32,South Teesside,2003,5689
ITL3,TLC32,South Teesside,2004,5835
ITL3,TLC32,South Teesside,2005,5884
ITL3,TLC32,South Teesside,2006,6005
ITL3,TLC32,South Teesside,2007,5942
ITL3,TLC32,South Teesside,2008,5921
ITL3,TLC32,South Teesside,2009,5827
ITL3,TLC32,South Teesside,2010,5786
ITL3,TLC32,South Teesside,2011,5810
ITL3,TLC32,South Teesside,2012,5944
ITL3,TLC32,South Teesside,2013,5808
ITL3,TLC32,South Teesside,2014,5941
ITL3,TLC32,South Teesside,2015,6144
ITL3,TLC32,South Teesside,2016,6111
ITL3,TLC32,South Teesside,2017,6084
ITL3,TLC32,South Teesside,2018,6332
ITL3,TLC32,South Teesside,2019,6276
ITL3,TLC32,South Teesside,2020,5463
ITL3,TLC32,South Teesside,2021,6101
ITL3,TLC32,South Teesside,2022,6460
ITL3,TLC32,South Teesside,2023,6428
ITL3,TLC33,Darlington,1998,1154
ITL3,TLC33,Darlington,1999,1215
ITL3,TLC33,Darlington,2000,1387
ITL3,TLC33,Darlington,2001,1532
ITL3,TLC33,Darlington,2002,1669
ITL3,TLC33,Darlington,2003,1825
ITL3,TLC33,Darlington,2004,1989
ITL3,TLC33,Darlington,2005,1988
ITL3,TLC33,Darlington,2006,2067
ITL3,TLC33,Darlington,2007,2037
ITL3,TLC33,Darlington,2008,2149
ITL3,TLC33,Darlington,2009,2065
ITL3,TLC33,Darlington,2010,2160
ITL3,TLC33,Darlington,2011,2256
ITL3,TLC33,Darlington,2012,2314
ITL3,TLC33,Darlington,2013,2348
ITL3,TLC33,Darlington,2014,2707
ITL3,TLC33,Darlington,2015,2987
ITL3,TLC33,Darlington,2016,2885
ITL3,TLC33,Darlington,2017,2932
ITL3,TLC33,Darlington,2018,2995
ITL3,TLC33,Darlington,2019,2970
ITL3,TLC33,Darlington,2020,2603
ITL3,TLC33,Darlington,2021,2919
ITL3,TLC33,Darlington,2022,3072
ITL3,TLC33,Darlington,2023,3161
ITL2,TLC4,"Northumberland, Durham and Tyne & Wear",1998,37453
ITL2,TLC4,"Northumberland, Durham and Tyne & Wear",1999,37623
ITL2,TLC4,"Northumberland, Durham and Tyne & Wear",2000,38446
ITL2,TLC4,"Northumberland, Durham and Tyne & Wear",2001,40455
ITL2,TLC4,"Northumberland, Durham and Tyne & Wear",2002,42314
ITL2,TLC4,"Northumberland, Durham and Tyne & Wear",2003,43583
ITL2,TLC4,"Northumberland, Durham and Tyne & Wear",2004,46124
ITL2,TLC4,"Northumberland, Durham and Tyne & Wear",2005,46827
ITL2,TLC4,"Northumberland, Durham and Tyne & Wear",2006,48049
ITL2,TLC4,"Northumberland, Durham and Tyne & Wear",2007,48070
ITL2,TLC4,"Northumberland, Durham and Tyne & Wear",2008,47425
ITL2,TLC4,"Northumberland, Durham and Tyne & Wear",2009,45433
ITL2,TLC4,"Northumberland, Durham and Tyne & Wear",2010,46071
ITL2,TLC4,"Northumberland, Durham and Tyne & Wear",2011,46839
ITL2,TLC4,"Northumberland, Durham and Tyne & Wear",2012,47599
ITL2,TLC4,"Northumberland, Durham and Tyne & Wear",2013,47458
ITL2,TLC4,"Northumberland, Durham and Tyne & Wear",2014,48146
ITL2,TLC4,"Northumberland, Durham and Tyne & Wear",2015,49465
ITL2,TLC4,"Northumberland, Durham and Tyne & Wear",2016,49423
ITL2,TLC4,"Northumberland, Durham and Tyne & Wear",2017,50901
ITL2,TLC4,"Northumberland, Durham and Tyne & Wear",2018,51455
ITL2,TLC4,"Northumberland, Durham and Tyne & Wear",2019,52756
ITL2,TLC4,"Northumberland, Durham and Tyne & Wear",2020,46081
ITL2,TLC4,"Northumberland, Durham and Tyne & Wear",2021,50977
ITL2,TLC4,"Northumberland, Durham and Tyne & Wear",2022,53180
ITL2,TLC4,"Northumberland, Durham and Tyne & Wear",2023,54668
ITL3,TLC41,Durham,1998,9268
ITL3,TLC41,Durham,1999,9619
ITL3,TLC41,Durham,2000,9754
ITL3,TLC41,Durham,2001,9989
ITL3,TLC41,Durham,2002,10270
ITL3,TLC41,Durham,2003,10655
ITL3,TLC41,Durham,2004,11164
ITL3,TLC41,Durham,2005,11186
ITL3,TLC41,Durham,2006,11492
ITL3,TLC41,Durham,2007,11720
ITL3,TLC41,Durham,2008,11655
ITL3,TLC41,Durham,2009,11282
ITL3,TLC41,Durham,2010,11311
ITL3,TLC41,Durham,2011,11072
ITL3,TLC41,Durham,2012,11159
ITL3,TLC41,Durham,2013,11051
ITL3,TLC41,Durham,2014,10896
ITL3,TLC41,Durham,2015,10972
ITL3,TLC41,Durham,2016,10734
ITL3,TLC41,Durham,2017,10997
ITL3,TLC41,Durham,2018,11369
ITL3,TLC41,Durham,2019,11654
ITL3,TLC41,Durham,2020,11104
ITL3,TLC41,Durham,2021,11972
ITL3,TLC41,Durham,2022,12211
ITL3,TLC41,Durham,2023,12815
ITL3,TLC42,Northumberland,1998,5728
ITL3,TLC42,Northumberland,1999,5755
ITL3,TLC42,Northumberland,2000,5802
ITL3,TLC42,Northumberland,2001,6037
ITL3,TLC42,Northumberland,2002,6359
ITL3,TLC42,Northumberland,2003,6467
ITL3,TLC42,Northumberland,2004,6790
ITL3,TLC42,Northumberland,2005,6827
ITL3,TLC42,Northumberland,2006,7011
ITL3,TLC42,Northumberland,2007,6941
ITL3,TLC42,Northumberland,2008,6845
ITL3,TLC42,Northumberland,2009,6538
ITL3,TLC42,Northumberland,2010,6636
ITL3,TLC42,Northumberland,2011,6687
ITL3,TLC42,Northumberland,2012,6698
ITL3,TLC42,Northumberland,2013,6673
ITL3,TLC42,Northumberland,2014,6815
ITL3,TLC42,Northumberland,2015,6870
ITL3,TLC42,Northumberland,2016,6833
ITL3,TLC42,Northumberland,2017,6897
ITL3,TLC42,Northumberland,2018,6916
ITL3,TLC42,Northumberland,2019,7169
ITL3,TLC42,Northumberland,2020,6248
ITL3,TLC42,Northumberland,2021,6802
ITL3,TLC42,Northumberland,2022,7106
ITL3,TLC42,Northumberland,2023,7121
ITL3,TLC43,Tyneside,1998,16539
ITL3,TLC43,Tyneside,1999,16388
ITL3,TLC43,Tyneside,2000,16850
ITL3,TLC43,Tyneside,2001,17789
ITL3,TLC43,Tyneside,2002,18788
ITL3,TLC43,Tyneside,2003,19314
ITL3,TLC43,Tyneside,2004,20596
ITL3,TLC43,Tyneside,2005,21093
ITL3,TLC43,Tyneside,2006,21680
ITL3,TLC43,Tyneside,2007,21569
ITL3,TLC43,Tyneside,2008,21115
ITL3,TLC43,Tyneside,2009,20110
ITL3,TLC43,Tyneside,2010,20713
ITL3,TLC43,Tyneside,2011,21483
ITL3,TLC43,Tyneside,2012,22095
ITL3,TLC43,Tyneside,2013,21725
ITL3,TLC43,Tyneside,2014,22228
ITL3,TLC43,Tyneside,2015,23026
ITL3,TLC43,Tyneside,2016,23309
ITL3,TLC43,Tyneside,2017,24217
ITL3,TLC43,Tyneside,2018,24464
ITL3,TLC43,Tyneside,2019,25086
ITL3,TLC43,Tyneside,2020,21303
ITL3,TLC43,Tyneside,2021,24350
ITL3,TLC43,Tyneside,2022,25749
ITL3,TLC43,Tyneside,2023,26425
ITL3,TLC44,Sunderland,1998,6101
ITL3,TLC44,Sunderland,1999,6060
ITL3,TLC44,Sunderland,2000,6256
ITL3,TLC44,Sunderland,2001,6813
ITL3,TLC44,Sunderland,2002,7090
ITL3,TLC44,Sunderland,2003,7304
ITL3,TLC44,Sunderland,2004,7741
ITL3,TLC44,Sunderland,2005,7813
ITL3,TLC44,Sunderland,2006,7990
ITL3,TLC44,Sunderland,2007,7947
ITL3,TLC44,Sunderland,2008,7975
ITL3,TLC44,Sunderland,2009,7663
ITL3,TLC44,Sunderland,2010,7555
ITL3,TLC44,Sunderland,2011,7720
ITL3,TLC44,Sunderland,2012,7706
ITL3,TLC44,Sunderland,2013,8132
ITL3,TLC44,Sunderland,2014,8292
ITL3,TLC44,Sunderland,2015,8635
ITL3,TLC44,Sunderland,2016,8600
ITL3,TLC44,Sunderland,2017,8815
ITL3,TLC44,Sunderland,2018,8737
ITL3,TLC44,Sunderland,2019,8891
ITL3,TLC44,Sunderland,2020,7448
ITL3,TLC44,Sunderland,2021,7859
ITL3,TLC44,Sunderland,2022,8115
ITL3,TLC44,Sunderland,2023,8311
ITL1,TLD,North West,1998,159988
ITL1,TLD,North West,1999,165674
ITL1,TLD,North West,2000,169110
ITL1,TLD,North West,2001,176086
ITL1,TLD,North West,2002,180678
ITL1,TLD,North West,2003,186450
ITL1,TLD,North West,2004,193064
ITL1,TLD,North West,2005,197063
ITL1,TLD,North West,2006,202868
ITL1,TLD,North West,2007,206154
ITL1,TLD,North West,2008,204004
ITL1,TLD,North West,2009,196902
ITL1,TLD,North West,2010,200737
ITL1,TLD,North West,2011,200320
ITL1,TLD,North West,2012,203751
ITL1,TLD,North West,2013,206945
ITL1,TLD,North West,2014,212612
ITL1,TLD,North West,2015,218800
ITL1,TLD,North West,2016,221953
ITL1,TLD,North West,2017,228903
ITL1,TLD,North West,2018,231192
ITL1,TLD,North West,2019,236373
ITL1,TLD,North West,2020,215642
ITL1,TLD,North West,2021,235266
ITL1,TLD,North West,2022,249369
ITL1,TLD,North West,2023,252093
ITL2,TLD1,Cumbria,1998,12137
ITL2,TLD1,Cumbria,1999,12474
ITL2,TLD1,Cumbria,2000,12257
ITL2,TLD1,Cumbria,2001,12147
ITL2,TLD1,Cumbria,2002,12546
ITL2,TLD1,Cumbria,2003,13127
ITL2,TLD1,Cumbria,2004,13298
ITL2,TLD1,Cumbria,2005,13593
ITL2,TLD1,Cumbria,2006,14270
ITL2,TLD1,Cumbria,2007,14162
ITL2,TLD1,Cumbria,2008,14522
ITL2,TLD1,Cumbria,2009,13767
ITL2,TLD1,Cumbria,2010,13911
ITL2,TLD1,Cumbria,2011,13555
ITL2,TLD1,Cumbria,2012,14004
ITL2,TLD1,Cumbria,2013,14137
ITL2,TLD1,Cumbria,2014,14730
ITL2,TLD1,Cumbria,2015,15078
ITL2,TLD1,Cumbria,2016,14928
ITL2,TLD1,Cumbria,2017,15084
ITL2,TLD1,Cumbria,2018,14876
ITL2,TLD1,Cumbria,2019,15407
ITL2,TLD1,Cumbria,2020,13586
ITL2,TLD1,Cumbria,2021,14223
ITL2,TLD1,Cumbria,2022,15450
ITL2,TLD1,Cumbria,2023,15593
ITL3,TLD13,Cumberland,1998,6707
ITL3,TLD13,Cumberland,1999,7166
ITL3,TLD13,Cumberland,2000,6790
ITL3,TLD13,Cumberland,2001,6825
ITL3,TLD13,Cumberland,2002,6928
ITL3,TLD13,Cumberland,2003,7153
ITL3,TLD13,Cumberland,2004,7093
ITL3,TLD13,Cumberland,2005,7387
ITL3,TLD13,Cumberland,2006,7849
ITL3,TLD13,Cumberland,2007,7703
ITL3,TLD13,Cumberland,2008,7887
ITL3,TLD13,Cumberland,2009,7642
ITL3,TLD13,Cumberland,2010,7657
ITL3,TLD13,Cumberland,2011,7423
ITL3,TLD13,Cumberland,2012,7654
ITL3,TLD13,Cumberland,2013,7870
ITL3,TLD13,Cumberland,2014,8282
ITL3,TLD13,Cumberland,2015,8501
ITL3,TLD13,Cumberland,2016,8235
ITL3,TLD13,Cumberland,2017,8030
ITL3,TLD13,Cumberland,2018,7856
ITL3,TLD13,Cumberland,2019,7907
ITL3,TLD13,Cumberland,2020,6747
ITL3,TLD13,Cumberland,2021,6971
ITL3,TLD13,Cumberland,2022,7624
ITL3,TLD13,Cumberland,2023,7634
ITL3,TLD14,Westmorland and Furness,1998,5491
ITL3,TLD14,Westmorland and Furness,1999,5518
ITL3,TLD14,Westmorland and Furness,2000,5669
ITL3,TLD14,Westmorland and Furness,2001,5573
ITL3,TLD14,Westmorland and Furness,2002,5881
ITL3,TLD14,Westmorland and Furness,2003,6206
ITL3,TLD14,Westmorland and Furness,2004,6375
ITL3,TLD14,Westmorland and Furness,2005,6365
ITL3,TLD14,Westmorland and Furness,2006,6683
ITL3,TLD14,Westmorland and Furness,2007,6708
ITL3,TLD14,Westmorland and Furness,2008,6816
ITL3,TLD14,Westmorland and Furness,2009,6514
ITL3,TLD14,Westmorland and Furness,2010,6617
ITL3,TLD14,Westmorland and Furness,2011,6566
ITL3,TLD14,Westmorland and Furness,2012,6729
ITL3,TLD14,Westmorland and Furness,2013,6709
ITL3,TLD14,Westmorland and Furness,2014,6884
ITL3,TLD14,Westmorland and Furness,2015,7079
ITL3,TLD14,Westmorland and Furness,2016,7016
ITL3,TLD14,Westmorland and Furness,2017,7273
ITL3,TLD14,Westmorland and Furness,2018,7250
ITL3,TLD14,Westmorland and Furness,2019,7722
ITL3,TLD14,Westmorland and Furness,2020,7064
ITL3,TLD14,Westmorland and Furness,2021,7484
ITL3,TLD14,Westmorland and Furness,2022,7826
ITL3,TLD14,Westmorland and Furness,2023,7934
ITL2,TLD3,Greater Manchester,1998,58465
ITL2,TLD3,Greater Manchester,1999,60697
ITL2,TLD3,Greater Manchester,2000,62125
ITL2,TLD3,Greater Manchester,2001,64271
ITL2,TLD3,Greater Manchester,2002,65830
ITL2,TLD3,Greater Manchester,2003,67412
ITL2,TLD3,Greater Manchester,2004,69631
ITL2,TLD3,Greater Manchester,2005,71898
ITL2,TLD3,Greater Manchester,2006,73688
ITL2,TLD3,Greater Manchester,2007,76182
ITL2,TLD3,Greater Manchester,2008,75166
ITL2,TLD3,Greater Manchester,2009,73538
ITL2,TLD3,Greater Manchester,2010,74915
ITL2,TLD3,Greater Manchester,2011,74517
ITL2,TLD3,Greater Manchester,2012,76953
ITL2,TLD3,Greater Manchester,2013,78710
ITL2,TLD3,Greater Manchester,2014,79948
ITL2,TLD3,Greater Manchester,2015,82885
ITL2,TLD3,Greater Manchester,2016,84237
ITL2,TLD3,Greater Manchester,2017,88498
ITL2,TLD3,Greater Manchester,2018,90695
ITL2,TLD3,Greater Manchester,2019,92500
ITL2,TLD3,Greater Manchester,2020,86019
ITL2,TLD3,Greater Manchester,2021,93174
ITL2,TLD3,Greater Manchester,2022,100956
ITL2,TLD3,Greater Manchester,2023,102300
ITL3,TLD33,Manchester,1998,15272
ITL3,TLD33,Manchester,1999,15750
ITL3,TLD33,Manchester,2000,16148
ITL3,TLD33,Manchester,2001,16743
ITL3,TLD33,Manchester,2002,17251
ITL3,TLD33,Manchester,2003,17796
ITL3,TLD33,Manchester,2004,18665
ITL3,TLD33,Manchester,2005,19765
ITL3,TLD33,Manchester,2006,20386
ITL3,TLD33,Manchester,2007,21721
ITL3,TLD33,Manchester,2008,21734
ITL3,TLD33,Manchester,2009,21368
ITL3,TLD33,Manchester,2010,22053
ITL3,TLD33,Manchester,2011,22099
ITL3,TLD33,Manchester,2012,22930
ITL3,TLD33,Manchester,2013,23081
ITL3,TLD33,Manchester,2014,23483
ITL3,TLD33,Manchester,2015,24450
ITL3,TLD33,Manchester,2016,25597
ITL3,TLD33,Manchester,2017,27721
ITL3,TLD33,Manchester,2018,28306
ITL3,TLD33,Manchester,2019,29791
ITL3,TLD33,Manchester,2020,27007
ITL3,TLD33,Manchester,2021,29958
ITL3,TLD33,Manchester,2022,34392
ITL3,TLD33,Manchester,2023,35224
ITL3,TLD34,Greater Manchester South West,1998,12860
ITL3,TLD34,Greater Manchester South West,1999,13298
ITL3,TLD34,Greater Manchester South West,2000,13625
ITL3,TLD34,Greater Manchester South West,2001,14098
ITL3,TLD34,Greater Manchester South West,2002,14528
ITL3,TLD34,Greater Manchester South West,2003,14866
ITL3,TLD34,Greater Manchester South West,2004,15284
ITL3,TLD34,Greater Manchester South West,2005,15786
ITL3,TLD34,Greater Manchester South West,2006,16127
ITL3,TLD34,Greater Manchester South West,2007,16760
ITL3,TLD34,Greater Manchester South West,2008,16642
ITL3,TLD34,Greater Manchester South West,2009,16015
ITL3,TLD34,Greater Manchester South West,2010,16269
ITL3,TLD34,Greater Manchester South West,2011,16152
ITL3,TLD34,Greater Manchester South West,2012,16880
ITL3,TLD34,Greater Manchester South West,2013,17610
ITL3,TLD34,Greater Manchester South West,2014,18195
ITL3,TLD34,Greater Manchester South West,2015,18922
ITL3,TLD34,Greater Manchester South West,2016,18779
ITL3,TLD34,Greater Manchester South West,2017,19465
ITL3,TLD34,Greater Manchester South West,2018,20419
ITL3,TLD34,Greater Manchester South West,2019,20808
ITL3,TLD34,Greater Manchester South West,2020,20183
ITL3,TLD34,Greater Manchester South West,2021,22018
ITL3,TLD34,Greater Manchester South West,2022,23271
ITL3,TLD34,Greater Manchester South West,2023,23052
ITL3,TLD35,Greater Manchester South East,1998,9739
ITL3,TLD35,Greater Manchester South East,1999,10156
ITL3,TLD35,Greater Manchester South East,2000,10486
ITL3,TLD35,Greater Manchester South East,2001,10792
ITL3,TLD35,Greater Manchester South East,2002,11080
ITL3,TLD35,Greater Manchester South East,2003,11350
ITL3,TLD35,Greater Manchester South East,2004,11545
ITL3,TLD35,Greater Manchester South East,2005,11786
ITL3,TLD35,Greater Manchester South East,2006,12040
ITL3,TLD35,Greater Manchester South East,2007,12277
ITL3,TLD35,Greater Manchester South East,2008,12170
ITL3,TLD35,Greater Manchester South East,2009,11951
ITL3,TLD35,Greater Manchester South East,2010,12017
ITL3,TLD35,Greater Manchester South East,2011,11898
ITL3,TLD35,Greater Manchester South East,2012,12120
ITL3,TLD35,Greater Manchester South East,2013,12214
ITL3,TLD35,Greater Manchester South East,2014,12194
ITL3,TLD35,Greater Manchester South East,2015,12222
ITL3,TLD35,Greater Manchester South East,2016,12350
ITL3,TLD35,Greater Manchester South East,2017,13060
ITL3,TLD35,Greater Manchester South East,2018,13270
ITL3,TLD35,Greater Manchester South East,2019,13149
ITL3,TLD35,Greater Manchester South East,2020,12304
ITL3,TLD35,Greater Manchester South East,2021,13047
ITL3,TLD35,Greater Manchester South East,2022,13874
ITL3,TLD35,Greater Manchester South East,2023,14010
ITL3,TLD36,Greater Manchester North West,1998,11173
ITL3,TLD36,Greater Manchester North West,1999,11510
ITL3,TLD36,Greater Manchester North West,2000,11584
ITL3,TLD36,Greater Manchester North West,2001,11995
ITL3,TLD36,Greater Manchester North West,2002,12092
ITL3,TLD36,Greater Manchester North West,2003,12335
ITL3,TLD36,Greater Manchester North West,2004,12628
ITL3,TLD36,Greater Manchester North West,2005,12822
ITL3,TLD36,Greater Manchester North West,2006,13048
ITL3,TLD36,Greater Manchester North West,2007,13168
ITL3,TLD36,Greater Manchester North West,2008,12666
ITL3,TLD36,Greater Manchester North West,2009,12375
ITL3,TLD36,Greater Manchester North West,2010,12455
ITL3,TLD36,Greater Manchester North West,2011,12398
ITL3,TLD36,Greater Manchester North West,2012,12712
ITL3,TLD36,Greater Manchester North West,2013,13172
ITL3,TLD36,Greater Manchester North West,2014,13322
ITL3,TLD36,Greater Manchester North West,2015,13842
ITL3,TLD36,Greater Manchester North West,2016,14067
ITL3,TLD36,Greater Manchester North West,2017,14406
ITL3,TLD36,Greater Manchester North West,2018,14613
ITL3,TLD36,Greater Manchester North West,2019,14285
ITL3,TLD36,Greater Manchester North West,2020,13522
ITL3,TLD36,Greater Manchester North West,2021,14293
ITL3,TLD36,Greater Manchester North West,2022,14778
ITL3,TLD36,Greater Manchester North West,2023,15099
ITL3,TLD37,Greater Manchester North East,1998,10026
ITL3,TLD37,Greater Manchester North East,1999,10459
ITL3,TLD37,Greater Manchester North East,2000,10774
ITL3,TLD37,Greater Manchester North East,2001,11119
ITL3,TLD37,Greater Manchester North East,2002,11475
ITL3,TLD37,Greater Manchester North East,2003,11670
ITL3,TLD37,Greater Manchester North East,2004,12105
ITL3,TLD37,Greater Manchester North East,2005,12379
ITL3,TLD37,Greater Manchester North East,2006,12702
ITL3,TLD37,Greater Manchester North East,2007,12936
ITL3,TLD37,Greater Manchester North East,2008,12691
ITL3,TLD37,Greater Manchester North East,2009,12409
ITL3,TLD37,Greater Manchester North East,2010,12618
ITL3,TLD37,Greater Manchester North East,2011,12658
ITL3,TLD37,Greater Manchester North East,2012,13079
ITL3,TLD37,Greater Manchester North East,2013,13294
ITL3,TLD37,Greater Manchester North East,2014,13444
ITL3,TLD37,Greater Manchester North East,2015,13967
ITL3,TLD37,Greater Manchester North East,2016,13928
ITL3,TLD37,Greater Manchester North East,2017,14307
ITL3,TLD37,Greater Manchester North East,2018,14405
ITL3,TLD37,Greater Manchester North East,2019,14780
ITL3,TLD37,Greater Manchester North East,2020,13194
ITL3,TLD37,Greater Manchester North East,2021,13875
ITL3,TLD37,Greater Manchester North East,2022,14640
ITL3,TLD37,Greater Manchester North East,2023,14927
ITL2,TLD4,Lancashire,1998,32671
ITL2,TLD4,Lancashire,1999,33858
ITL2,TLD4,Lancashire,2000,34477
ITL2,TLD4,Lancashire,2001,35224
ITL2,TLD4,Lancashire,2002,36204
ITL2,TLD4,Lancashire,2003,38290
ITL2,TLD4,Lancashire,2004,39949
ITL2,TLD4,Lancashire,2005,40176
ITL2,TLD4,Lancashire,2006,40337
ITL2,TLD4,Lancashire,2007,40855
ITL2,TLD4,Lancashire,2008,40190
ITL2,TLD4,Lancashire,2009,37396
ITL2,TLD4,Lancashire,2010,38178
ITL2,TLD4,Lancashire,2011,38597
ITL2,TLD4,Lancashire,2012,39019
ITL2,TLD4,Lancashire,2013,39165
ITL2,TLD4,Lancashire,2014,40138
ITL2,TLD4,Lancashire,2015,41525
ITL2,TLD4,Lancashire,2016,42671
ITL2,TLD4,Lancashire,2017,43185
ITL2,TLD4,Lancashire,2018,42863
ITL2,TLD4,Lancashire,2019,43399
ITL2,TLD4,Lancashire,2020,39166
ITL2,TLD4,Lancashire,2021,43772
ITL2,TLD4,Lancashire,2022,45460
ITL2,TLD4,Lancashire,2023,45581
ITL3,TLD41,Blackburn with Darwen,1998,2588
ITL3,TLD41,Blackburn with Darwen,1999,2688
