ITL,ITL_code,Region_name,Year,GDP_Value_mil
ITL3,TLF13,South and West Derbyshire,2011,11650
ITL3,TLF13,South and West Derbyshire,2012,12076
ITL3,TLF13,South and West Derbyshire,2013,12445
ITL3,TLF13,South and West Derbyshire,2014,12678
ITL3,TLF13,South and West Derbyshire,2015,12671
ITL3,TLF13,South and West Derbyshire,2016,12877
ITL3,TLF13,South and West Derbyshire,2017,12951
ITL3,TLF13,South and West Derbyshire,2018,13217
ITL3,TLF13,South and West Derbyshire,2019,13628
ITL3,TLF13,South and West Derbyshire,2020,12878
ITL3,TLF13,South and West Derbyshire,2021,13477
ITL3,TLF13,South and West Derbyshire,2022,13351
ITL3,TLF13,South and West Derbyshire,2023,13247
ITL3,TLF14,Nottingham,1998,9436
ITL3,TLF14,Nottingham,1999,9590
ITL3,TLF14,Nottingham,2000,9570
ITL3,TLF14,Nottingham,2001,9957
ITL3,TLF14,Nottingham,2002,10150
ITL3,TLF14,Nottingham,2003,10470
ITL3,TLF14,Nottingham,2004,10938
ITL3,TLF14,Nottingham,2005,11110
ITL3,TLF14,Nottingham,2006,11225
ITL3,TLF14,Nottingham,2007,11324
ITL3,TLF14,Nottingham,2008,11174
ITL3,TLF14,Nottingham,2009,10627
ITL3,TLF14,Nottingham,2010,11176
ITL3,TLF14,Nottingham,2011,11566
ITL3,TLF14,Nottingham,2012,11574
ITL3,TLF14,Nottingham,2013,11516
ITL3,TLF14,Nottingham,2014,11990
ITL3,TLF14,Nottingham,2015,12228
ITL3,TLF14,Nottingham,2016,12499
ITL3,TLF14,Nottingham,2017,12871
ITL3,TLF14,Nottingham,2018,12924
ITL3,TLF14,Nottingham,2019,12701
ITL3,TLF14,Nottingham,2020,11209
ITL3,TLF14,Nottingham,2021,11958
ITL3,TLF14,Nottingham,2022,12951
ITL3,TLF14,Nottingham,2023,13018
ITL3,TLF15,North Nottinghamshire,1998,8746
ITL3,TLF15,North Nottinghamshire,1999,9085
ITL3,TLF15,North Nottinghamshire,2000,9265
ITL3,TLF15,North Nottinghamshire,2001,9497
ITL3,TLF15,North Nottinghamshire,2002,9682
ITL3,TLF15,North Nottinghamshire,2003,9915
ITL3,TLF15,North Nottinghamshire,2004,10274
ITL3,TLF15,North Nottinghamshire,2005,10409
ITL3,TLF15,North Nottinghamshire,2006,10629
ITL3,TLF15,North Nottinghamshire,2007,10581
ITL3,TLF15,North Nottinghamshire,2008,10460
ITL3,TLF15,North Nottinghamshire,2009,10023
ITL3,TLF15,North Nottinghamshire,2010,10301
ITL3,TLF15,North Nottinghamshire,2011,10600
ITL3,TLF15,North Nottinghamshire,2012,10721
ITL3,TLF15,North Nottinghamshire,2013,10883
ITL3,TLF15,North Nottinghamshire,2014,11041
ITL3,TLF15,North Nottinghamshire,2015,11380
ITL3,TLF15,North Nottinghamshire,2016,11500
ITL3,TLF15,North Nottinghamshire,2017,11617
ITL3,TLF15,North Nottinghamshire,2018,11839
ITL3,TLF15,North Nottinghamshire,2019,11982
ITL3,TLF15,North Nottinghamshire,2020,11108
ITL3,TLF15,North Nottinghamshire,2021,11846
ITL3,TLF15,North Nottinghamshire,2022,12318
ITL3,TLF15,North Nottinghamshire,2023,12084
ITL3,TLF16,South Nottinghamshire,1998,6501
ITL3,TLF16,South Nottinghamshire,1999,6714
ITL3,TLF16,South Nottinghamshire,2000,6696
ITL3,TLF16,South Nottinghamshire,2001,6868
ITL3,TLF16,South Nottinghamshire,2002,6909
ITL3,TLF16,South Nottinghamshire,2003,6972
ITL3,TLF16,South Nottinghamshire,2004,7184
ITL3,TLF16,South Nottinghamshire,2005,7365
ITL3,TLF16,South Nottinghamshire,2006,7497
ITL3,TLF16,South Nottinghamshire,2007,7533
ITL3,TLF16,South Nottinghamshire,2008,7470
ITL3,TLF16,South Nottinghamshire,2009,7220
ITL3,TLF16,South Nottinghamshire,2010,7427
ITL3,TLF16,South Nottinghamshire,2011,7487
ITL3,TLF16,South Nottinghamshire,2012,7692
ITL3,TLF16,South Nottinghamshire,2013,7811
ITL3,TLF16,South Nottinghamshire,2014,7780
ITL3,TLF16,South Nottinghamshire,2015,8010
ITL3,TLF16,South Nottinghamshire,2016,8054
ITL3,TLF16,South Nottinghamshire,2017,8140
ITL3,TLF16,South Nottinghamshire,2018,8500
ITL3,TLF16,South Nottinghamshire,2019,8523
ITL3,TLF16,South Nottinghamshire,2020,7979
ITL3,TLF16,South Nottinghamshire,2021,8360
ITL3,TLF16,South Nottinghamshire,2022,8928
ITL3,TLF16,South Nottinghamshire,2023,8969
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",1998,40263
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",1999,41056
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2000,42936
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2001,43810
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2002,44158
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2003,46005
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2004,47449
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2005,47731
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2006,50443
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2007,51232
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2008,51235
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2009,48517
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2010,50377
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2011,49935
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2012,50662
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2013,52455
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2014,54220
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2015,55593
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2016,56635
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2017,57264
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2018,58716
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2019,59171
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2020,52465
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2021,58966
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2022,60408
ITL2,TLF2,"Leicestershire, Rutland and Northamptonshire",2023,60937
ITL3,TLF21,Leicester,1998,6735
ITL3,TLF21,Leicester,1999,6894
ITL3,TLF21,Leicester,2000,7240
ITL3,TLF21,Leicester,2001,7403
ITL3,TLF21,Leicester,2002,7485
ITL3,TLF21,Leicester,2003,7854
ITL3,TLF21,Leicester,2004,8274
ITL3,TLF21,Leicester,2005,8387
ITL3,TLF21,Leicester,2006,8809
ITL3,TLF21,Leicester,2007,9025
ITL3,TLF21,Leicester,2008,9111
ITL3,TLF21,Leicester,2009,8755
ITL3,TLF21,Leicester,2010,9066
ITL3,TLF21,Leicester,2011,9099
ITL3,TLF21,Leicester,2012,9323
ITL3,TLF21,Leicester,2013,9587
ITL3,TLF21,Leicester,2014,10130
ITL3,TLF21,Leicester,2015,10394
ITL3,TLF21,Leicester,2016,10556
ITL3,TLF21,Leicester,2017,10503
ITL3,TLF21,Leicester,2018,10731
ITL3,TLF21,Leicester,2019,10862
ITL3,TLF21,Leicester,2020,9381
ITL3,TLF21,Leicester,2021,10695
ITL3,TLF21,Leicester,2022,10643
ITL3,TLF21,Leicester,2023,10583
ITL3,TLF22,Leicestershire CC and Rutland,1998,16931
ITL3,TLF22,Leicestershire CC and Rutland,1999,17173
ITL3,TLF22,Leicestershire CC and Rutland,2000,17900
ITL3,TLF22,Leicestershire CC and Rutland,2001,18312
ITL3,TLF22,Leicestershire CC and Rutland,2002,18582
ITL3,TLF22,Leicestershire CC and Rutland,2003,19428
ITL3,TLF22,Leicestershire CC and Rutland,2004,19981
ITL3,TLF22,Leicestershire CC and Rutland,2005,20080
ITL3,TLF22,Leicestershire CC and Rutland,2006,21073
ITL3,TLF22,Leicestershire CC and Rutland,2007,21267
ITL3,TLF22,Leicestershire CC and Rutland,2008,21210
ITL3,TLF22,Leicestershire CC and Rutland,2009,19980
ITL3,TLF22,Leicestershire CC and Rutland,2010,20856
ITL3,TLF22,Leicestershire CC and Rutland,2011,20536
ITL3,TLF22,Leicestershire CC and Rutland,2012,20755
ITL3,TLF22,Leicestershire CC and Rutland,2013,21284
ITL3,TLF22,Leicestershire CC and Rutland,2014,21778
ITL3,TLF22,Leicestershire CC and Rutland,2015,22158
ITL3,TLF22,Leicestershire CC and Rutland,2016,22497
ITL3,TLF22,Leicestershire CC and Rutland,2017,22720
ITL3,TLF22,Leicestershire CC and Rutland,2018,23128
ITL3,TLF22,Leicestershire CC and Rutland,2019,23106
ITL3,TLF22,Leicestershire CC and Rutland,2020,20553
ITL3,TLF22,Leicestershire CC and Rutland,2021,23188
ITL3,TLF22,Leicestershire CC and Rutland,2022,24121
ITL3,TLF22,Leicestershire CC and Rutland,2023,24777
ITL3,TLF24,West Northamptonshire,1998,10340
ITL3,TLF24,West Northamptonshire,1999,10423
ITL3,TLF24,West Northamptonshire,2000,11073
ITL3,TLF24,West Northamptonshire,2001,11309
ITL3,TLF24,West Northamptonshire,2002,11435
ITL3,TLF24,West Northamptonshire,2003,11708
ITL3,TLF24,West Northamptonshire,2004,12052
ITL3,TLF24,West Northamptonshire,2005,12315
ITL3,TLF24,West Northamptonshire,2006,13138
ITL3,TLF24,West Northamptonshire,2007,13488
ITL3,TLF24,West Northamptonshire,2008,13566
ITL3,TLF24,West Northamptonshire,2009,12685
ITL3,TLF24,West Northamptonshire,2010,13066
ITL3,TLF24,West Northamptonshire,2011,13173
ITL3,TLF24,West Northamptonshire,2012,13147
ITL3,TLF24,West Northamptonshire,2013,13712
ITL3,TLF24,West Northamptonshire,2014,14071
ITL3,TLF24,West Northamptonshire,2015,14402
ITL3,TLF24,West Northamptonshire,2016,14775
ITL3,TLF24,West Northamptonshire,2017,15297
ITL3,TLF24,West Northamptonshire,2018,15858
ITL3,TLF24,West Northamptonshire,2019,16019
ITL3,TLF24,West Northamptonshire,2020,14249
ITL3,TLF24,West Northamptonshire,2021,15976
ITL3,TLF24,West Northamptonshire,2022,16308
ITL3,TLF24,West Northamptonshire,2023,16227
ITL3,TLF25,North Northamptonshire,1998,6754
ITL3,TLF25,North Northamptonshire,1999,6889
ITL3,TLF25,North Northamptonshire,2000,7162
ITL3,TLF25,North Northamptonshire,2001,7161
ITL3,TLF25,North Northamptonshire,2002,7098
ITL3,TLF25,North Northamptonshire,2003,7401
ITL3,TLF25,North Northamptonshire,2004,7605
ITL3,TLF25,North Northamptonshire,2005,7649
ITL3,TLF25,North Northamptonshire,2006,7960
ITL3,TLF25,North Northamptonshire,2007,8076
ITL3,TLF25,North Northamptonshire,2008,8092
ITL3,TLF25,North Northamptonshire,2009,7648
ITL3,TLF25,North Northamptonshire,2010,7918
ITL3,TLF25,North Northamptonshire,2011,7741
ITL3,TLF25,North Northamptonshire,2012,8070
ITL3,TLF25,North Northamptonshire,2013,8233
ITL3,TLF25,North Northamptonshire,2014,8562
ITL3,TLF25,North Northamptonshire,2015,8711
ITL3,TLF25,North Northamptonshire,2016,8850
ITL3,TLF25,North Northamptonshire,2017,8869
ITL3,TLF25,North Northamptonshire,2018,9066
ITL3,TLF25,North Northamptonshire,2019,9198
ITL3,TLF25,North Northamptonshire,2020,8261
ITL3,TLF25,North Northamptonshire,2021,9131
ITL3,TLF25,North Northamptonshire,2022,9335
ITL3,TLF25,North Northamptonshire,2023,9278
ITL2,TLF3,Lincolnshire,1998,14071
ITL2,TLF3,Lincolnshire,1999,14442
ITL2,TLF3,Lincolnshire,2000,15012
ITL2,TLF3,Lincolnshire,2001,15817
ITL2,TLF3,Lincolnshire,2002,16340
ITL2,TLF3,Lincolnshire,2003,16825
ITL2,TLF3,Lincolnshire,2004,16394
ITL2,TLF3,Lincolnshire,2005,16888
ITL2,TLF3,Lincolnshire,2006,17621
ITL2,TLF3,Lincolnshire,2007,17677
ITL2,TLF3,Lincolnshire,2008,18019
ITL2,TLF3,Lincolnshire,2009,17044
ITL2,TLF3,Lincolnshire,2010,17245
ITL2,TLF3,Lincolnshire,2011,17513
ITL2,TLF3,Lincolnshire,2012,17751
ITL2,TLF3,Lincolnshire,2013,18356
ITL2,TLF3,Lincolnshire,2014,18919
ITL2,TLF3,Lincolnshire,2015,18845
ITL2,TLF3,Lincolnshire,2016,18884
ITL2,TLF3,Lincolnshire,2017,19741
ITL2,TLF3,Lincolnshire,2018,20141
ITL2,TLF3,Lincolnshire,2019,20859
ITL2,TLF3,Lincolnshire,2020,18697
ITL2,TLF3,Lincolnshire,2021,20278
ITL2,TLF3,Lincolnshire,2022,20608
ITL2,TLF3,Lincolnshire,2023,20693
ITL3,TLF30,Lincolnshire CC,1998,14092
ITL3,TLF30,Lincolnshire CC,1999,14486
ITL3,TLF30,Lincolnshire CC,2000,15035
ITL3,TLF30,Lincolnshire CC,2001,15841
ITL3,TLF30,Lincolnshire CC,2002,16317
ITL3,TLF30,Lincolnshire CC,2003,16779
ITL3,TLF30,Lincolnshire CC,2004,16328
ITL3,TLF30,Lincolnshire CC,2005,16821
ITL3,TLF30,Lincolnshire CC,2006,17507
ITL3,TLF30,Lincolnshire CC,2007,17546
ITL3,TLF30,Lincolnshire CC,2008,17890
ITL3,TLF30,Lincolnshire CC,2009,17005
ITL3,TLF30,Lincolnshire CC,2010,17205
ITL3,TLF30,Lincolnshire CC,2011,17453
ITL3,TLF30,Lincolnshire CC,2012,17751
ITL3,TLF30,Lincolnshire CC,2013,18376
ITL3,TLF30,Lincolnshire CC,2014,18939
ITL3,TLF30,Lincolnshire CC,2015,18924
ITL3,TLF30,Lincolnshire CC,2016,18903
ITL3,TLF30,Lincolnshire CC,2017,19760
ITL3,TLF30,Lincolnshire CC,2018,20199
ITL3,TLF30,Lincolnshire CC,2019,20858
ITL3,TLF30,Lincolnshire CC,2020,18713
ITL3,TLF30,Lincolnshire CC,2021,20296
ITL3,TLF30,Lincolnshire CC,2022,20608
ITL3,TLF30,Lincolnshire CC,2023,20676
ITL1,TLG,West Midlands,1998,129333
ITL1,TLG,West Midlands,1999,132932
ITL1,TLG,West Midlands,2000,136378
ITL1,TLG,West Midlands,2001,140208
ITL1,TLG,West Midlands,2002,141518
ITL1,TLG,West Midlands,2003,145228
ITL1,TLG,West Midlands,2004,148542
ITL1,TLG,West Midlands,2005,150306
ITL1,TLG,West Midlands,2006,152595
ITL1,TLG,West Midlands,2007,153162
ITL1,TLG,West Midlands,2008,153006
ITL1,TLG,West Midlands,2009,144321
ITL1,TLG,West Midlands,2010,148261
ITL1,TLG,West Midlands,2011,152277
ITL1,TLG,West Midlands,2012,154174
ITL1,TLG,West Midlands,2013,157557
ITL1,TLG,West Midlands,2014,162793
ITL1,TLG,West Midlands,2015,167192
ITL1,TLG,West Midlands,2016,170915
ITL1,TLG,West Midlands,2017,176512
ITL1,TLG,West Midlands,2018,178734
ITL1,TLG,West Midlands,2019,178097
ITL1,TLG,West Midlands,2020,158949
ITL1,TLG,West Midlands,2021,174578
ITL1,TLG,West Midlands,2022,180038
ITL1,TLG,West Midlands,2023,181936
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",1998,30704
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",1999,32141
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2000,33439
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2001,33471
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2002,33697
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2003,34803
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2004,35402
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2005,35865
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2006,37201
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2007,36506
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2008,36867
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2009,35107
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2010,36175
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2011,37747
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2012,38848
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2013,40373
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2014,42215
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2015,43733
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2016,43741
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2017,46701
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2018,47185
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2019,46654
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2020,42896
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2021,45404
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2022,48608
ITL2,TLG1,"Herefordshire, Worcestershire and Warwickshire",2023,49974
ITL3,TLG11,"Herefordshire, County of",1998,3853
ITL3,TLG11,"Herefordshire, County of",1999,4061
ITL3,TLG11,"Herefordshire, County of",2000,4241
ITL3,TLG11,"Herefordshire, County of",2001,4241
ITL3,TLG11,"Herefordshire, County of",2002,4355
ITL3,TLG11,"Herefordshire, County of",2003,4372
ITL3,TLG11,"Herefordshire, County of",2004,4260
ITL3,TLG11,"Herefordshire, County of",2005,4334
ITL3,TLG11,"Herefordshire, County of",2006,4397
ITL3,TLG11,"Herefordshire, County of",2007,4324
ITL3,TLG11,"Herefordshire, County of",2008,4396
ITL3,TLG11,"Herefordshire, County of",2009,4203
ITL3,TLG11,"Herefordshire, County of",2010,4196
ITL3,TLG11,"Herefordshire, County of",2011,4392
ITL3,TLG11,"Herefordshire, County of",2012,4449
ITL3,TLG11,"Herefordshire, County of",2013,4554
ITL3,TLG11,"Herefordshire, County of",2014,4784
ITL3,TLG11,"Herefordshire, County of",2015,4838
ITL3,TLG11,"Herefordshire, County of",2016,4820
ITL3,TLG11,"Herefordshire, County of",2017,4963
ITL3,TLG11,"Herefordshire, County of",2018,5083
ITL3,TLG11,"Herefordshire, County of",2019,5147
ITL3,TLG11,"Herefordshire, County of",2020,4647
ITL3,TLG11,"Herefordshire, County of",2021,4982
ITL3,TLG11,"Herefordshire, County of",2022,5251
ITL3,TLG11,"Herefordshire, County of",2023,5317
ITL3,TLG12,Worcestershire CC,1998,12742
ITL3,TLG12,Worcestershire CC,1999,13171
ITL3,TLG12,Worcestershire CC,2000,13759
ITL3,TLG12,Worcestershire CC,2001,13802
ITL3,TLG12,Worcestershire CC,2002,13791
ITL3,TLG12,Worcestershire CC,2003,14260
ITL3,TLG12,Worcestershire CC,2004,14614
ITL3,TLG12,Worcestershire CC,2005,14619
ITL3,TLG12,Worcestershire CC,2006,15052
ITL3,TLG12,Worcestershire CC,2007,14725
ITL3,TLG12,Worcestershire CC,2008,14913
ITL3,TLG12,Worcestershire CC,2009,14399
ITL3,TLG12,Worcestershire CC,2010,14930
ITL3,TLG12,Worcestershire CC,2011,15473
ITL3,TLG12,Worcestershire CC,2012,15890
ITL3,TLG12,Worcestershire CC,2013,16091
ITL3,TLG12,Worcestershire CC,2014,16694
ITL3,TLG12,Worcestershire CC,2015,16917
ITL3,TLG12,Worcestershire CC,2016,16783
ITL3,TLG12,Worcestershire CC,2017,17764
ITL3,TLG12,Worcestershire CC,2018,18039
ITL3,TLG12,Worcestershire CC,2019,18038
ITL3,TLG12,Worcestershire CC,2020,16745
ITL3,TLG12,Worcestershire CC,2021,17478
ITL3,TLG12,Worcestershire CC,2022,18593
ITL3,TLG12,Worcestershire CC,2023,18701
ITL3,TLG13,Warwickshire CC,1998,14522
ITL3,TLG13,Warwickshire CC,1999,15325
ITL3,TLG13,Warwickshire CC,2000,15899
ITL3,TLG13,Warwickshire CC,2001,15897
ITL3,TLG13,Warwickshire CC,2002,16022
ITL3,TLG13,Warwickshire CC,2003,16619
ITL3,TLG13,Warwickshire CC,2004,16983
ITL3,TLG13,Warwickshire CC,2005,17434
ITL3,TLG13,Warwickshire CC,2006,18194
ITL3,TLG13,Warwickshire CC,2007,17927
ITL3,TLG13,Warwickshire CC,2008,18071
ITL3,TLG13,Warwickshire CC,2009,17051
ITL3,TLG13,Warwickshire CC,2010,17621
ITL3,TLG13,Warwickshire CC,2011,18477
ITL3,TLG13,Warwickshire CC,2012,19156
ITL3,TLG13,Warwickshire CC,2013,20275
ITL3,TLG13,Warwickshire CC,2014,21261
ITL3,TLG13,Warwickshire CC,2015,22329
ITL3,TLG13,Warwickshire CC,2016,22326
ITL3,TLG13,Warwickshire CC,2017,24275
ITL3,TLG13,Warwickshire CC,2018,24281
ITL3,TLG13,Warwickshire CC,2019,23651
ITL3,TLG13,Warwickshire CC,2020,21601
ITL3,TLG13,Warwickshire CC,2021,22904
ITL3,TLG13,Warwickshire CC,2022,24764
ITL3,TLG13,Warwickshire CC,2023,25976
ITL2,TLG2,Shropshire and Staffordshire,1998,34486
ITL2,TLG2,Shropshire and Staffordshire,1999,34764
ITL2,TLG2,Shropshire and Staffordshire,2000,35463
ITL2,TLG2,Shropshire and Staffordshire,2001,36334
ITL2,TLG2,Shropshire and Staffordshire,2002,37413
ITL2,TLG2,Shropshire and Staffordshire,2003,38394
ITL2,TLG2,Shropshire and Staffordshire,2004,39673
ITL2,TLG2,Shropshire and Staffordshire,2005,40156
ITL2,TLG2,Shropshire and Staffordshire,2006,40925
ITL2,TLG2,Shropshire and Staffordshire,2007,40693
ITL2,TLG2,Shropshire and Staffordshire,2008,41278
ITL2,TLG2,Shropshire and Staffordshire,2009,38739
ITL2,TLG2,Shropshire and Staffordshire,2010,39538
ITL2,TLG2,Shropshire and Staffordshire,2011,40638
ITL2,TLG2,Shropshire and Staffordshire,2012,40685
ITL2,TLG2,Shropshire and Staffordshire,2013,41542
ITL2,TLG2,Shropshire and Staffordshire,2014,42292
ITL2,TLG2,Shropshire and Staffordshire,2015,42842
ITL2,TLG2,Shropshire and Staffordshire,2016,43411
ITL2,TLG2,Shropshire and Staffordshire,2017,44391
ITL2,TLG2,Shropshire and Staffordshire,2018,45117
ITL2,TLG2,Shropshire and Staffordshire,2019,45380
ITL2,TLG2,Shropshire and Staffordshire,2020,41064
ITL2,TLG2,Shropshire and Staffordshire,2021,46987
ITL2,TLG2,Shropshire and Staffordshire,2022,46040
ITL2,TLG2,Shropshire and Staffordshire,2023,45710
ITL3,TLG21,Telford and Wrekin,1998,4255
ITL3,TLG21,Telford and Wrekin,1999,4359
ITL3,TLG21,Telford and Wrekin,2000,4405
ITL3,TLG21,Telford and Wrekin,2001,4548
ITL3,TLG21,Telford and Wrekin,2002,4586
ITL3,TLG21,Telford and Wrekin,2003,4664
ITL3,TLG21,Telford and Wrekin,2004,4778
ITL3,TLG21,Telford and Wrekin,2005,4844
ITL3,TLG21,Telford and Wrekin,2006,4860
ITL3,TLG21,Telford and Wrekin,2007,4942
ITL3,TLG21,Telford and Wrekin,2008,4999
ITL3,TLG21,Telford and Wrekin,2009,4686
ITL3,TLG21,Telford and Wrekin,2010,4725
ITL3,TLG21,Telford and Wrekin,2011,4850
ITL3,TLG21,Telford and Wrekin,2012,4912
ITL3,TLG21,Telford and Wrekin,2013,4999
ITL3,TLG21,Telford and Wrekin,2014,5067
ITL3,TLG21,Telford and Wrekin,2015,5077
ITL3,TLG21,Telford and Wrekin,2016,5371
ITL3,TLG21,Telford and Wrekin,2017,5521
ITL3,TLG21,Telford and Wrekin,2018,5654
ITL3,TLG21,Telford and Wrekin,2019,5811
ITL3,TLG21,Telford and Wrekin,2020,5630
ITL3,TLG21,Telford and Wrekin,2021,6312
ITL3,TLG21,Telford and Wrekin,2022,6208
ITL3,TLG21,Telford and Wrekin,2023,5938
ITL3,TLG22,Shropshire,1998,6537
ITL3,TLG22,Shropshire,1999,6579
ITL3,TLG22,Shropshire,2000,6745
ITL3,TLG22,Shropshire,2001,6877
ITL3,TLG22,Shropshire,2002,7152
ITL3,TLG22,Shropshire,2003,7314
ITL3,TLG22,Shropshire,2004,7468
ITL3,TLG22,Shropshire,2005,7621
ITL3,TLG22,Shropshire,2006,7751
ITL3,TLG22,Shropshire,2007,7643
ITL3,TLG22,Shropshire,2008,7802
ITL3,TLG22,Shropshire,2009,7387
ITL3,TLG22,Shropshire,2010,7452
ITL3,TLG22,Shropshire,2011,7619
ITL3,TLG22,Shropshire,2012,7599
ITL3,TLG22,Shropshire,2013,7792
ITL3,TLG22,Shropshire,2014,8035
ITL3,TLG22,Shropshire,2015,7990
ITL3,TLG22,Shropshire,2016,8151
ITL3,TLG22,Shropshire,2017,8181
ITL3,TLG22,Shropshire,2018,8352
ITL3,TLG22,Shropshire,2019,8261
ITL3,TLG22,Shropshire,2020,7349
ITL3,TLG22,Shropshire,2021,8385
ITL3,TLG22,Shropshire,2022,8462
ITL3,TLG22,Shropshire,2023,8421
ITL3,TLG23,Stoke-on-Trent,1998,4437
ITL3,TLG23,Stoke-on-Trent,1999,4493
ITL3,TLG23,Stoke-on-Trent,2000,4638
ITL3,TLG23,Stoke-on-Trent,2001,4779
ITL3,TLG23,Stoke-on-Trent,2002,4887
ITL3,TLG23,Stoke-on-Trent,2003,5049
ITL3,TLG23,Stoke-on-Trent,2004,5306
ITL3,TLG23,Stoke-on-Trent,2005,5391
ITL3,TLG23,Stoke-on-Trent,2006,5544
ITL3,TLG23,Stoke-on-Trent,2007,5587
ITL3,TLG23,Stoke-on-Trent,2008,5755
ITL3,TLG23,Stoke-on-Trent,2009,5558
ITL3,TLG23,Stoke-on-Trent,2010,5711
ITL3,TLG23,Stoke-on-Trent,2011,5929
ITL3,TLG23,Stoke-on-Trent,2012,6037
ITL3,TLG23,Stoke-on-Trent,2013,6215
ITL3,TLG23,Stoke-on-Trent,2014,6277
ITL3,TLG23,Stoke-on-Trent,2015,6424
ITL3,TLG23,Stoke-on-Trent,2016,6375
ITL3,TLG23,Stoke-on-Trent,2017,6726
ITL3,TLG23,Stoke-on-Trent,2018,7115
ITL3,TLG23,Stoke-on-Trent,2019,7188
ITL3,TLG23,Stoke-on-Trent,2020,6590
ITL3,TLG23,Stoke-on-Trent,2021,7456
ITL3,TLG23,Stoke-on-Trent,2022,7160
ITL3,TLG23,Stoke-on-Trent,2023,7286
ITL3,TLG24,Staffordshire CC,1998,19178
ITL3,TLG24,Staffordshire CC,1999,19293
ITL3,TLG24,Staffordshire CC,2000,19638
ITL3,TLG24,Staffordshire CC,2001,20085
ITL3,TLG24,Staffordshire CC,2002,20804
ITL3,TLG24,Staffordshire CC,2003,21354
ITL3,TLG24,Staffordshire CC,2004,22104
ITL3,TLG24,Staffordshire CC,2005,22339
ITL3,TLG24,Staffordshire CC,2006,22758
ITL3,TLG24,Staffordshire CC,2007,22517
ITL3,TLG24,Staffordshire CC,2008,22708
ITL3,TLG24,Staffordshire CC,2009,21144
ITL3,TLG24,Staffordshire CC,2010,21801
ITL3,TLG24,Staffordshire CC,2011,22337
ITL3,TLG24,Staffordshire CC,2012,22208
ITL3,TLG24,Staffordshire CC,2013,22650
ITL3,TLG24,Staffordshire CC,2014,23015
ITL3,TLG24,Staffordshire CC,2015,23488
ITL3,TLG24,Staffordshire CC,2016,23610
ITL3,TLG24,Staffordshire CC,2017,24102
ITL3,TLG24,Staffordshire CC,2018,24071
ITL3,TLG24,Staffordshire CC,2019,24222
ITL3,TLG24,Staffordshire CC,2020,21547
